incident_number,external_reference,title,narrative,type_code,severity_code,status_code,source_code,weather_condition_code,primary_station_code,occurrence_at,reported_at,dispatch_at,arrival_at,resolved_at,location_lat,location_lng,location_wkt,location_geohash,address_line_1,address_line_2,city,region,postal_code,casualty_count,responder_injuries,estimated_damage_amount,is_active,metadata
INC-20250925-002855,EXT-98259,Electrical equipment fire,Units dispatched to reported electrical fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_ELECTRICAL,MODERATE,RESOLVED,BUSINESS_OWNER,CLEAR,STA-041,2025-09-25T14:21:47.139696+00:00,2025-09-25T14:23:47.139696+00:00,2025-09-25T14:23:47.139696+00:00,2025-09-25T14:39:47.139696+00:00,2025-09-25T18:12:47.139696+00:00,47.70994159817443,-122.47463993666678,POINT(-122.474640 47.709942),c22zmj2d,511 Zimmerman Village Apt. 684,,Nicholasberg,TX,62664,0,0,12767.08,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""AJUF"",""primary_station"":""STA-041""}"
INC-20250805-002856,EXT-28205,Brush fire containment,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,RESOLVED,FIRE_ALARM,HEAT,STA-041,2025-08-05T07:32:47.139696+00:00,2025-08-05T07:32:47.139696+00:00,2025-08-05T07:32:47.139696+00:00,2025-08-05T07:52:47.139696+00:00,2025-08-05T10:01:47.139696+00:00,47.69937253165859,-122.4894410912088,POINT(-122.489441 47.699373),c22zkemu,641 Denise Street Apt. 970,,Nicholasberg,TX,62664,0,0,32760.73,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""MFMQBP"",""primary_station"":""STA-041""}"
INC-20250213-002857,EXT-25470,Multi-unit dwelling fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,LOW,RESOLVED,BUSINESS_OWNER,CLEAR,STA-033,2025-02-13T06:43:06.139696+00:00,2025-02-13T06:48:06.139696+00:00,2025-02-13T06:48:06.139696+00:00,2025-02-13T06:52:06.139696+00:00,2025-02-13T10:17:06.139696+00:00,47.60517225451041,-122.19338869502002,POINT(-122.193389 47.605172),c23ng6m2,835 Nelson Crossroad Suite 121,,Knightburgh,GA,23447,0,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""BZGS"",""primary_station"":""STA-033""}"
INC-20250901-002858,EXT-60127,Manufacturing plant fire,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,SEVERE,RESOLVED,911,HEAT,STA-018,2025-09-01T14:46:39.139696+00:00,2025-09-01T14:50:39.139696+00:00,2025-09-01T14:56:39.139696+00:00,2025-09-01T15:15:39.139696+00:00,2025-09-01T18:41:39.139696+00:00,47.532300556722,-122.29551635020933,POINT(-122.295516 47.532301),c23n3hgp,0917 Williams Spur,,East Edwardfurt,UT,20529,0,0,86477.58,False,"{""report_channel"":""mobile"",""triage_level"":""SEVERE"",""dispatch_console"":""AJMQQ"",""primary_station"":""STA-018""}"
INC-20250407-002859,EXT-68879,Vegetation fire spread,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,MODERATE,RESOLVED,SECURITY,WIND,STA-042,2025-04-07T01:28:53.139696+00:00,2025-04-07T01:32:53.139696+00:00,2025-04-07T01:35:53.139696+00:00,2025-04-07T01:52:53.139696+00:00,2025-04-07T03:56:53.139696+00:00,47.66382115004813,-122.56959220803827,POINT(-122.569592 47.663821),c22z4ugt,2991 Brian Locks Apt. 916,,Port Daniel,PR,73411,0,0,31656.03,False,"{""report_channel"":""call"",""triage_level"":""MODERATE"",""dispatch_console"":""TYCKZC"",""primary_station"":""STA-042""}"
INC-20230218-002860,EXT-01704,Car fire with exposure risk,"Initial report of vehicle fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_VEHICLE,LOW,RESOLVED,FIELD_REPORT,HEAT,STA-049,2023-02-18T23:20:22.139696+00:00,2023-02-18T23:28:22.139696+00:00,2023-02-18T23:32:22.139696+00:00,2023-02-18T23:46:22.139696+00:00,2023-02-19T02:39:22.139696+00:00,47.602126162473645,-122.43979058501547,POINT(-122.439791 47.602126),c22yvcdn,4003 Nicholas Lane Apt. 326,,West Kyleborough,MA,64237,0,0,0.0,False,"{""report_channel"":""call"",""triage_level"":""LOW"",""dispatch_console"":""SNKX"",""primary_station"":""STA-049""}"
INC-20250901-002861,EXT-49568,Electrical equipment fire,Response to electrical fire alarm activation. Investigation revealed active fire in security system. Aggressive interior attack mounted. Fire brought under control within rear of structure minutes.,FIRE_ELECTRICAL,SEVERE,RESOLVED,SECURITY,CLEAR,STA-013,2025-09-01T15:01:13.139696+00:00,2025-09-01T15:09:13.139696+00:00,2025-09-01T15:10:13.139696+00:00,2025-09-01T15:19:13.139696+00:00,2025-09-01T15:36:13.139696+00:00,47.52017125927595,-122.4892250330491,POINT(-122.489225 47.520171),c22ykdy1,273 Webb Mills Apt. 462,,Johnsonmouth,WY,54465,0,0,281281.96,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""GEEDB"",""primary_station"":""STA-013""}"
INC-20250818-002862,EXT-23608,Commercial vehicle fire,Units dispatched to reported vehicle fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_VEHICLE,LOW,CANCELLED,FIELD_REPORT,HEAT,STA-047,2025-08-18T01:13:08.139696+00:00,2025-08-18T01:17:08.139696+00:00,2025-08-18T01:20:08.139696+00:00,2025-08-18T01:26:08.139696+00:00,2025-08-18T03:11:08.139696+00:00,47.611520424878556,-122.29406206740683,POINT(-122.294062 47.611520),c23nc5kj,2339 Brooke Rapids,,Marieland,SD,12336,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""ZVVHXK"",""primary_station"":""STA-047""}"
INC-20250903-002863,EXT-23131,Residential structure fire,Units dispatched to reported structure fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_STRUCTURE,SEVERE,RESOLVED,911,CLEAR,STA-011,2025-09-03T15:03:25.139696+00:00,2025-09-03T15:13:25.139696+00:00,2025-09-03T15:19:25.139696+00:00,2025-09-03T15:32:25.139696+00:00,2025-09-03T17:22:25.139696+00:00,47.604956178082574,-122.403683593682,POINT(-122.403684 47.604956),c22yydhq,912 Bryan Roads Suite 533,,West Justin,NV,71701,0,0,409234.72,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""FUPTP"",""primary_station"":""STA-011""}"
INC-20250815-002864,EXT-72405,Utility structure fire,Response to electrical fire alarm activation. Investigation revealed active fire in field observation. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_ELECTRICAL,LOW,RESOLVED,FIELD_REPORT,SNOW,STA-037,2025-08-15T07:36:34.139696+00:00,2025-08-15T07:36:34.139696+00:00,2025-08-15T07:39:34.139696+00:00,2025-08-15T07:56:34.139696+00:00,2025-08-15T10:57:34.139696+00:00,47.484233503634144,-122.2428423193556,POINT(-122.242842 47.484234),c23n4k1r,477 Dana Villages,,Matthewsberg,FM,54880,0,0,0.0,False,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""LXOT"",""primary_station"":""STA-037""}"
INC-20240904-002865,EXT-41604,Transformer fire response,"Initial report of electrical fire from property owner source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_ELECTRICAL,HIGH,RESOLVED,BUSINESS_OWNER,RAIN,STA-036,2024-09-04T04:26:49.139696+00:00,2024-09-04T04:35:49.139696+00:00,2024-09-04T04:35:49.139696+00:00,2024-09-04T04:38:49.139696+00:00,2024-09-04T08:12:49.139696+00:00,47.57460662227418,-122.33657763368018,POINT(-122.336578 47.574607),c23n8htn,90709 Jefferson Club Suite 275,,Smithside,DE,60110,0,0,190839.99,False,"{""report_channel"":""call"",""triage_level"":""HIGH"",""dispatch_console"":""HLIMN"",""primary_station"":""STA-036""}"
INC-20250819-002866,EXT-13632,Manufacturing plant fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,MODERATE,RESOLVED,FIRE_ALARM,RAIN,STA-006,2025-08-19T02:34:50.139696+00:00,2025-08-19T02:36:50.139696+00:00,2025-08-19T02:38:50.139696+00:00,2025-08-19T02:50:50.139696+00:00,2025-08-19T04:42:50.139696+00:00,47.65498822257954,-122.26852824224301,POINT(-122.268528 47.654988),c23p1eqf,384 Ford Landing Suite 699,,East Donna,OH,22144,0,0,6657.82,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""REGC"",""primary_station"":""STA-006""}"
INC-20251012-002867,EXT-13271,Industrial facility fire,"Initial report of industrial fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_INDUSTRIAL,CRITICAL,CANCELLED,FIELD_REPORT,WIND,STA-049,2025-10-12T09:17:25.139696+00:00,2025-10-12T09:26:25.139696+00:00,2025-10-12T09:26:25.139696+00:00,2025-10-12T09:43:25.139696+00:00,2025-10-12T10:06:25.139696+00:00,47.56886462383979,-122.40483859180155,POINT(-122.404839 47.568865),c22ywees,1185 Allen Stream Apt. 690,,West Kyleborough,MA,64237,0,0,440798.09,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""JTWEF"",""primary_station"":""STA-049""}"
INC-20241211-002868,EXT-87466,Apartment building fire,"Call received for structure fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_STRUCTURE,LOW,RESOLVED,SECURITY,SNOW,STA-031,2024-12-11T05:23:13.139696+00:00,2024-12-11T05:30:13.139696+00:00,2024-12-11T05:30:13.139696+00:00,2024-12-11T05:40:13.139696+00:00,2024-12-11T06:11:13.139696+00:00,47.67003577511195,-122.43137914779186,POINT(-122.431379 47.670036),c22znn04,1612 Justin Meadow,,Williamsfort,VT,50469,1,0,0.0,False,"{""report_channel"":""mobile"",""triage_level"":""LOW"",""dispatch_console"":""GDUKNB"",""primary_station"":""STA-031""}"
INC-20250331-002869,EXT-46348,Wildland fire suppression,"Initial report of wildland fire from field observation source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_WILDLAND,SEVERE,RESOLVED,FIELD_REPORT,CLEAR,STA-021,2025-03-31T20:15:27.139696+00:00,2025-03-31T20:21:27.139696+00:00,2025-03-31T20:24:27.139696+00:00,2025-03-31T20:43:27.139696+00:00,2025-03-31T22:45:27.139696+00:00,47.66172256691448,-122.32655088794206,POINT(-122.326551 47.661723),c23p0ks9,695 Perkins Shore,,North Brittany,MP,82714,0,0,104109.73,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""WEWRC"",""primary_station"":""STA-021""}"
INC-20250525-002870,EXT-63656,Commercial building fire,Response to structure fire alarm activation. Investigation revealed active fire in automatic fire alarm. Aggressive interior attack mounted. Fire brought under control within kitchen area minutes.,FIRE_STRUCTURE,SEVERE,RESOLVED,FIRE_ALARM,RAIN,STA-037,2025-05-25T14:28:18.139696+00:00,2025-05-25T14:30:18.139696+00:00,2025-05-25T14:34:18.139696+00:00,2025-05-25T14:39:18.139696+00:00,2025-05-25T16:38:18.139696+00:00,47.47411515569182,-122.20263763803904,POINT(-122.202638 47.474115),c23n54qu,569 Gomez Glens Apt. 095,,Matthewsberg,FM,54880,0,0,330246.66,False,"{""report_channel"":""sensor"",""triage_level"":""SEVERE"",""dispatch_console"":""RHXUAH"",""primary_station"":""STA-037""}"
INC-20241219-002871,EXT-65849,Forest fire perimeter control,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,CRITICAL,RESOLVED,FIRE_ALARM,CLEAR,STA-011,2024-12-19T05:31:00.139696+00:00,2024-12-19T05:39:00.139696+00:00,2024-12-19T05:42:00.139696+00:00,2024-12-19T05:49:00.139696+00:00,2024-12-19T08:27:00.139696+00:00,47.61893265869285,-122.40196034917595,POINT(-122.401960 47.618933),c22yysv8,4168 Smith Falls,,West Justin,NV,71701,1,0,276930.3,False,"{""report_channel"":""call"",""triage_level"":""CRITICAL"",""dispatch_console"":""RLJFM"",""primary_station"":""STA-011""}"
INC-20250802-002872,EXT-74534,Manufacturing plant fire,"Initial report of industrial fire from neighbor report source. Upon arrival, crews found active fire involvement. Defensive operations initiated due to building conditions. All exposures protected.",FIRE_INDUSTRIAL,MODERATE,RESOLVED,NEIGHBOR_REPORT,CLEAR,STA-027,2025-08-02T02:16:32.139696+00:00,2025-08-02T02:16:32.139696+00:00,2025-08-02T02:22:32.139696+00:00,2025-08-02T02:42:32.139696+00:00,2025-08-02T05:58:32.139696+00:00,47.584673357749146,-122.3845370637449,POINT(-122.384537 47.584673),c22yxnd2,07490 Jill Landing,,East Laurashire,PW,38329,0,0,6837.67,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""JIEGC"",""primary_station"":""STA-027""}"
INC-20251021-002873,EXT-70189,Factory fire suppression,"Call received for industrial fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_INDUSTRIAL,LOW,DISPATCHED,NEIGHBOR_REPORT,RAIN,STA-018,2025-10-21T00:47:49.139696+00:00,2025-10-21T00:55:49.139696+00:00,2025-10-21T00:58:49.139696+00:00,2025-10-21T01:02:49.139696+00:00,,47.55078456619054,-122.32324994246105,POINT(-122.323250 47.550785),c23n82qg,239 Holmes Port Apt. 666,,East Edwardfurt,UT,20529,0,0,0.0,True,"{""report_channel"":""sensor"",""triage_level"":""LOW"",""dispatch_console"":""QNDSL"",""primary_station"":""STA-018""}"
INC-20241212-002874,EXT-73040,Forest fire perimeter control,Dispatch for reported wildland fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_WILDLAND,SEVERE,RESOLVED,SECURITY,RAIN,STA-039,2024-12-12T05:55:24.139696+00:00,2024-12-12T05:56:24.139696+00:00,2024-12-12T06:00:24.139696+00:00,2024-12-12T06:06:24.139696+00:00,2024-12-12T08:38:24.139696+00:00,47.636277552165794,-122.28411622438266,POINT(-122.284116 47.636278),c23ncrgm,95365 Harrison Parks,,Lake Robert,DE,98236,0,0,288740.99,False,"{""report_channel"":""call"",""triage_level"":""SEVERE"",""dispatch_console"":""FJAS"",""primary_station"":""STA-039""}"
INC-20250801-002875,EXT-88441,Residential structure fire,Dispatch for reported structure fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_STRUCTURE,MODERATE,RESOLVED,911,WIND,STA-041,2025-08-01T15:22:28.139696+00:00,2025-08-01T15:31:28.139696+00:00,2025-08-01T15:31:28.139696+00:00,2025-08-01T15:41:28.139696+00:00,2025-08-01T16:19:28.139696+00:00,47.71060945059559,-122.51116851753628,POINT(-122.511169 47.710609),c22zkjqn,53360 Rebecca Walk Suite 908,,Nicholasberg,TX,62664,0,0,27622.02,False,"{""report_channel"":""sensor"",""triage_level"":""MODERATE"",""dispatch_console"":""ZQRQBZ"",""primary_station"":""STA-041""}"
INC-20250809-002876,EXT-52735,Grassland fire response,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,HIGH,RESOLVED,BUSINESS_OWNER,HEAT,STA-008,2025-08-09T01:53:19.139696+00:00,2025-08-09T01:55:19.139696+00:00,2025-08-09T01:58:19.139696+00:00,2025-08-09T02:07:19.139696+00:00,2025-08-09T02:27:19.139696+00:00,47.612812459540564,-122.23642338717384,POINT(-122.236423 47.612812),c23nf7wh,5289 Kathy Common Suite 696,,North Richardmouth,AS,14823,1,0,81702.02,False,"{""report_channel"":""sensor"",""triage_level"":""HIGH"",""dispatch_console"":""SGKGV"",""primary_station"":""STA-008""}"
INC-20251010-002877,EXT-30759,Chemical storage fire,Dispatch for reported industrial fire at commercial structure. Heavy fire conditions encountered upon arrival. Multiple alarm response requested. Fire contained to area of origin.,FIRE_INDUSTRIAL,CRITICAL,RESOLVED,FIELD_REPORT,CLEAR,STA-027,2025-10-10T15:25:51.139696+00:00,2025-10-10T15:28:51.139696+00:00,2025-10-10T15:30:51.139696+00:00,2025-10-10T15:35:51.139696+00:00,2025-10-10T17:09:51.139696+00:00,47.59351549435317,-122.41800641956371,POINT(-122.418006 47.593515),c22yy21u,7977 James Points,,East Laurashire,PW,38329,1,1,66096.02,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""OPNW"",""primary_station"":""STA-027""}"
INC-20250819-002878,EXT-12558,Brush fire containment,Units dispatched to reported wildland fire with visible flames. First arriving engine reported heavy smoke conditions. Primary search conducted with negative results. Fire suppression operations established.,FIRE_WILDLAND,MODERATE,RESOLVED,NEIGHBOR_REPORT,WIND,STA-009,2025-08-19T21:04:10.139696+00:00,2025-08-19T21:14:10.139696+00:00,2025-08-19T21:20:10.139696+00:00,2025-08-19T21:29:10.139696+00:00,2025-08-19T23:42:10.139696+00:00,47.526620592555446,-122.16392043121802,POINT(-122.163920 47.526621),c23nk5fy,9925 John Roads Apt. 211,,Barreraburgh,MS,00783,1,1,18801.95,False,"{""report_channel"":""mobile"",""triage_level"":""MODERATE"",""dispatch_console"":""FZUKQG"",""primary_station"":""STA-009""}"
INC-20250819-002879,EXT-77944,Vegetation fire spread,"Call received for wildland fire with smoke visible. Crews arrived to find well-involved fire. Ladder operations established for roof ventilation. Fire extinguished, no civilian injuries.",FIRE_WILDLAND,CRITICAL,RESOLVED,911,WIND,STA-009,2025-08-19T20:16:30.139696+00:00,2025-08-19T20:25:30.139696+00:00,2025-08-19T20:28:30.139696+00:00,2025-08-19T20:39:30.139696+00:00,2025-08-19T23:16:30.139696+00:00,47.52106353774849,-122.24792954509839,POINT(-122.247930 47.521064),c23n64vy,749 Elizabeth View Apt. 503,,Barreraburgh,MS,00783,0,0,289248.94,False,"{""report_channel"":""sensor"",""triage_level"":""CRITICAL"",""dispatch_console"":""DJTT"",""primary_station"":""STA-009""}"
